elementId	reviewGroup	decisionStatus	targetCategory	roles	disposition	rationale	replacement	migrationGuideAnchor	ownerPhase	notes
method:org.hibernate.dialect.Dialect#getParameterCountLimit()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	The total PreparedStatement parameter limit is related to but independently variable from the per-IN-expression element limit.	ParameterLimits total-statement parameter limit		Phase 5	One override and two consumers were observed; preserve the current default from the IN-expression limit while allowing explicit variation and test batch-size and parameter-expansion behavior.
method:org.hibernate.dialect.Dialect#getNoColumnsInsertString()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The deprecated SQL-fragment hook duplicates the supported SQL AST translator rendering extension and keeps legacy string rendering on Dialect.	A supported SQL AST translator renderInsertIntoNoColumns() hook		Phase 5	Thirteen overrides and two consumers were observed; migrate built-in and community syntax overrides to translator implementations, remove or migrate the unused legacy Insert path, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsNoColumnsInsert()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	No-column INSERT support and its rendering must have one source of truth; the Boolean is consumed only by the legacy Insert builder and can disagree with the SQL AST translator implementation.	A supported renderInsertIntoNoColumns() implementation which either renders the database syntax or rejects the operation		Phase 5	Three overrides and one legacy consumer were observed; migrate unsupported behavior to the translator hook, including the currently missing Spanner guard, and cover supported and unsupported forms in the compatibility test kit.
method:org.hibernate.dialect.Dialect#supportsFromClauseInUpdate()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	UPDATE FROM support selects both SQL AST rendering and CTE conflict-update construction and belongs in a coherent mutation-statement syntax profile.	An immutable supported MutationSyntaxSupport profile with an UPDATE_FROM capability		Phase 5	Nineteen overrides and two consumers were observed; preserve provider USE through the profile and test direct rendering, scalar-subquery emulation, and CTE conflict handling.
method:org.hibernate.dialect.Dialect#supportsJoinsInDelete()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Joined DELETE support selects native rendering versus WHERE-clause join emulation and is the DELETE counterpart of UPDATE FROM support.	MutationSyntaxSupport DELETE_JOIN capability		Phase 5	Eight overrides and one translator consumer were observed; preserve provider variation and test native and emulated delete forms.
field:org.hibernate.dialect.Dialect#TRUE_STRING_VALUES	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The mutable protected array is implementation data used only by Dialect's string-to-Boolean pattern builders, not a provider extension contract.	The supported buildStringToBooleanCast() and buildStringToBooleanCastDecode() helpers		Phase 5	No external field reads were observed; preserve the recognized spellings privately, avoid exposing mutable shared state, and add a Migration Guide note if source compatibility warrants it.
field:org.hibernate.dialect.Dialect#FALSE_STRING_VALUES	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The mutable protected array is the false-value half of private string-to-Boolean pattern-building data and should not be independently exposed.	The supported buildStringToBooleanCast() and buildStringToBooleanCastDecode() helpers		Phase 5	No external field reads were observed; preserve the recognized spellings privately and remove the mutable protected surface together with TRUE_STRING_VALUES.
field:org.hibernate.dialect.Dialect#LOG_BASE2OF10	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The mathematical conversion constant is used only by Dialect's internal SizeStrategy implementation and does not express provider database behavior.	A private precision-conversion constant or helper		Phase 5	The generated inventory reports no consumers because its only use is in the owning class; make it private and keep the separate internal BinaryFloatDdlType constant private.
method:org.hibernate.dialect.Dialect#buildStringToBooleanCast(java.lang.String,java.lang.String)	GENERAL_CAPABILITY	APPROVED	SPI	USE	RETAIN	Provider Dialects reuse this standard string-to-Boolean cast-pattern builder from castPattern() without implementing or supplying a strategy.			Phase 5	One community Dialect and Dialect itself call the helper and no override was observed; retain protected provider access but make the method final so its Java shape matches the USE-only role.
method:org.hibernate.dialect.Dialect#buildStringToBooleanCastDecode(java.lang.String,java.lang.String)	GENERAL_CAPABILITY	APPROVED	SPI	USE	RETAIN	Oracle-like and HSQL-family provider Dialects reuse this DECODE-based standard pattern builder when defining string-to-Boolean cast patterns.			Phase 5	Six maintained or community callers and no override were observed; retain protected provider access, make it final, and test the generated patterns with and without native VALUES-list support.
method:org.hibernate.dialect.Dialect#buildStringToBooleanDecode(java.lang.String,java.lang.String)	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	The lower-level DECODE fragment builder is called only by buildStringToBooleanCastDecode() and need not be exposed or independently overridden.	buildStringToBooleanCastDecode()		Phase 5	No provider call or override was observed; make it private while preserving the supported higher-level helper and record the narrowing in the Migration Guide if needed.
method:org.hibernate.dialect.Dialect#getCaseInsensitiveLike()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	The operator token and the separate native-support Boolean describe one capability and currently permit contradictory configurations.	An immutable supported PredicateSupport profile with an optional native case-insensitive-LIKE operator		Phase 5	Seven overrides and six consumers were observed, including provider translators; preserve provider USE through the profile, treat absence as requiring emulation, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#supportsCaseInsensitiveLike()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Native case-insensitive LIKE support is fully represented by the presence of its operator and should not be independently configurable.	PredicateSupport native case-insensitive-LIKE operator presence		Phase 5	Eight overrides and one base-translator consumer were observed; migrate each Boolean/operator pair atomically and test native rendering and lower-case emulation.
method:org.hibernate.dialect.Dialect#supportsDistinctFromPredicate()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Scalar DISTINCT FROM is a core predicate-syntax capability used by translator rendering and as a prerequisite for row-value DISTINCT FROM support.	PredicateSupport scalar DISTINCT_FROM capability		Phase 5	Twenty-one overrides and six production consumers were observed, including provider translators; preserve provider USE and make RowValueSupport consistency depend on this profile capability.
method:org.hibernate.dialect.Dialect#supportsIsTrue()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	IS TRUE and IS FALSE form a focused truthness-predicate syntax capability used to select native rendering or Boolean comparison emulation.	PredicateSupport TRUTHNESS capability		Phase 5	Eight overrides and one translator consumer were observed; preserve provider configuration and test true, false, and negated forms through native and emulated rendering.
method:org.hibernate.dialect.Dialect#supportsPredicateAsExpression()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Whether a predicate may occur in a value-expression context is a predicate placement rule used when choosing aggregate Boolean emulation.	PredicateSupport EXPRESSION_PLACEMENT capability		Phase 5	Three community overrides and one function-registration consumer were observed; preserve provider configuration, expose the profile as USE SPI, and test every/any emulation selection.
method:org.hibernate.dialect.Dialect#supportsFilterClause()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Aggregate FILTER-clause support is a function-expression grammar capability used to select native rendering or CASE-based emulation.	An immutable supported FunctionSyntaxSupport profile with an AGGREGATE_FILTER capability		Phase 5	Nine overrides and two runtime consumers were observed; preserve provider configuration, expose provider USE through the profile, and test native and emulated filtered aggregates.
method:org.hibernate.dialect.Dialect#supportsPartitionBy()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Window-function PARTITION BY support is stable function-expression grammar information used by feature checks and required by the Dialect compatibility test kit.	FunctionSyntaxSupport WINDOW_PARTITION capability		Phase 5	Twenty-four overrides were observed; the generated production inventory omits consumers in hibernate-testing, so migrate DialectChecks and DialectFeatureChecks and preserve this capability for provider compatibility testing.
method:org.hibernate.dialect.Dialect#getNullOrdering()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	A database's default null ordering is consumed together with its support for explicit NULLS FIRST and NULLS LAST syntax when selecting native rendering or emulation.	An immutable supported NullOrderingSupport profile containing the default NullOrdering and explicit-precedence capability		Phase 5	Eighteen overrides and four consumers were observed; preserve provider USE through the profile, classify NullOrdering as supported USE SPI, and test ascending and descending defaults for every ordering value.
